許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第017387號","""華琳""使胃寧錠","SUWELIN TABLETS ""H.L..""","圓形","","紅","","無","10","FY T041","","https://mcp.fda.gov.tw/insert/shapeImg/3b4a438c-f080-4ef6-871b-8ded534c3a37?c=o"
"衛署藥製字第017508號","""永信""腦福膠囊（披喇瑟盪）","KNOWFUL CAPSULES (PIRACETAM) ""YUNG SHIN""","膠囊","","綠;;;黃","","無","19.2","YSP KFC","","https://mcp.fda.gov.tw/insert/shapeImg/09ab81ac-d040-4f73-a5de-68befb510d6f?c=o"
"衛署藥製字第017545號","""達德士""安痛錠500毫克","ANTONE TABLETS 500MG""D.T.S""","橢圓形","","黃","","直線","16","DTS","","https://mcp.fda.gov.tw/insert/shapeImg/0a4b783b-756a-407f-9bfd-0d7294c94516?c=o"
"衛署藥製字第017572號","""成大""暢喉口含錠２毫克（吡啶）","SUTHROAT TROCHE 2MG ""CHEN TA"" (CETYLPYRIDINIUM)","圓形;;;圓形","","黃;;;橘","","直線;;;直線","17;;;17","CTA 180;;;CTA 180","","https://mcp.fda.gov.tw/insert/shapeImg/8b2d9d7e-151e-44ab-9f46-a9a5c1abf517?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e7718258-5793-441e-b5db-ca39c6e240bd?c=o"
"衛署藥製字第017735號","""培力""賜胃寧錠","SUWALIN TABLETS ""P.L.""","圓形","","白","","直線","11","PL T11","","https://mcp.fda.gov.tw/insert/shapeImg/140cd458-bd88-4d7a-af92-e4850fc8fa04?c=o"
"衛署藥製字第017809號","""井田""諾袪咳錠","NOSCOUGH TABLETS ""CHINTENG""","圓形","","黃","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/e15de9de-f115-481b-a66a-61f37389b1cc?c=o"
"衛署藥製字第017860號","""汎生""潔敏錠（延胡索酸可利汀）","ZEMIN TABLETS ""PANBIOTIC""(CLEMASTINE FUMARATE)","圓形","","白","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/f6960c05-b4c8-476a-bc41-7a6be098c90b?c=o"
"衛署藥製字第017984號","""約克""美吐克錠（鹽酸美多普胺）","METOCLOPRAMIDE TABALETS ""Y.K.""","圓形","","白","","直線","8","N W","6813","https://mcp.fda.gov.tw/insert/shapeImg/5d683b48-90ee-4800-8077-cf07fec533e2?c=o"
"衛署藥製字第018037號","""培力""敵芬尼朵錠","DIPHENIDOL TABLETS ""P.L.""","圓形","","白","","直線","7","P L","T08","https://mcp.fda.gov.tw/insert/shapeImg/134a7ef8-b76b-4fed-9fdb-d929de6bfe87?c=o"
"衛署藥製字第018069號","安克痛錠（乙醯胺酚）","ANCOTON TABLETS (ACETAMINOPHEN)","橢圓形","","黃","","直線","15","H C","","https://mcp.fda.gov.tw/insert/shapeImg/bc8edd46-8eb5-42c9-9d8e-64d9fa93c987?c=o"
"衛署藥製字第018132號","""壽元"" 胃腸寧錠","WETUNLIN TABLETS ""S.Y.""","圓形","","白","","無","10","5","","https://mcp.fda.gov.tw/insert/shapeImg/0b377f2c-0ea8-463f-a075-f871d0303ebc?c=o"
"衛署藥製字第018136號","""陽生""對位錠(乙醯胺酚)","ACETAMINOPHEN TABLETS ""Y.S.""","圓形","","白","","無","13","YS","","https://mcp.fda.gov.tw/insert/shapeImg/7064391d-8ddb-49ee-ade3-24404215a37c?c=o"
"衛署藥製字第018171號","""井田"" 胃可樂錠","WEICOLA TABLETS ""CHINTENG""","圓形","","綠","","無","13","CHINTENG","W","https://mcp.fda.gov.tw/insert/shapeImg/c140e6f2-73f1-4fe4-b503-a36bada8d708?c=o"
"衛署藥製字第018172號",""" 井田 ""定痛錠","TINTON TABLETS ""CHINTENG""","圓形","","粉","","直線","14","Chenteng","","https://mcp.fda.gov.tw/insert/shapeImg/16f9a218-bd75-4d00-bf52-99bbddd30738_img_1?c=o"
"衛署藥製字第018193號","風濕平膠囊","HOMSHIPEN CAPSULES","膠囊","","藍;;;粉","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/2fad855e-e0f5-44be-ac57-2ce6cfa4e5e2?c=o"
"衛署藥製字第018240號","“榮民”苯乙內醯脲錠100毫克","PHENYTOIN TABLETS 100MG ""VPC""","圓形","","白","","無","7.1","215","","https://mcp.fda.gov.tw/insert/shapeImg/a9b40b28-2b4e-4734-8e33-4be2f78e01e9?c=o"
"衛署藥製字第018332號","""富邦"" 克鼻塞錠","NOVAZIL TABLETS ""F.B""","圓形","","黃","","直線","9","","","https://mcp.fda.gov.tw/insert/shapeImg/3d7f35cc-740f-4e37-a7aa-d2366c207784?c=o"
"衛署藥製字第018342號","""井田""樂凱錠","LOBAK TABLETS ""CHINTENG""","圓形","","黃;;;黃","","直線","13","Chenteng","","https://mcp.fda.gov.tw/insert/shapeImg/f2960f0d-d324-41f9-b837-a5d9173dbe8b?c=o"
"衛署藥製字第018414號","""中美"" 康淨驅蟲錠(美苯噠唑)","CONGEN OUTWORM TABLETS (MEBENDAZOLE) ""C.M.""","圓形","","粉","","無","10","M","","https://mcp.fda.gov.tw/insert/shapeImg/38b377b2-2ba8-43da-a2b9-32a12000d5a0?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f259a8ce-9d6b-48cb-82c2-c3a545f3c50e_img_1?c=o"
"衛署藥製字第018416號","""明大"" 使得健糖衣錠","Shi-de-jian S.C. Tablets ""M.T.""","橢圓形","","棕","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/410395f3-d793-46b4-b170-8d1dffc1b097?c=o"
"衛署藥製字第018432號","""溫士頓""汎司錠","ACETAMINOPHEN TABLETS ""WINSTON""","圓形","","白","","直線","13","winston 312 winston","","https://mcp.fda.gov.tw/insert/shapeImg/ea3e6571-eba7-4d7b-99ed-464748917c47?c=o"
"衛署藥製字第018444號","""強生"" 過敏寧膜衣錠","CABIDRIN FILM COATED TABLETS ""JOHNSON""","圓形","","黃","","直線","8","JCP E12","","https://mcp.fda.gov.tw/insert/shapeImg/49462bc2-e740-4b87-a183-71307ee7218c?c=o"
"衛署藥製字第018458號","心樂錠（健心寧）","PROSANOL TABLETS (PROPRANOLOL)","圓形","","藍","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/301cbaf1-5786-4bbc-b4b9-d78ea0c50d28?c=o"
"衛署藥製字第018498號","""井田"" 必散痛錠","PISANTONG TABLETS ""CHINTENG""","圓形","","綠","","無","11","CT 500","","https://mcp.fda.gov.tw/insert/shapeImg/f68ccd98-8e0c-4880-93ed-348be82f5701?c=o"
"衛署藥製字第018556號","""明大"" 胃錠","WEI TABLETS ""M.T.""","圓形","","白","","無","11","MT","052","https://mcp.fda.gov.tw/insert/shapeImg/21d82311-dc92-4d64-ab1a-91c6cb05d966?c=o"
"衛署藥製字第018569號","“榮民”蘇拉通錠25毫克","SPIROTONE TABLETS 25MG (SPIRONOLACTONE) ""V.P.P.""","圓形","","黃","","無","7.9","367","","https://mcp.fda.gov.tw/insert/shapeImg/bded4f91-c331-4fdb-a7c5-a4859bfc7c9a?c=o"
"衛署藥製字第018646號","""華興""泰芬洛膜衣錠（敵芬尼朵）","Diphenidol F.C. Tablets ""H.S.""","圓形","","藍","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/5c3712a7-1acb-445c-b5c3-b2553d0ac0ec_img_1?c=o"
"衛署藥製字第018659號","""壽元""對位乙醯氨基酚錠","ACETAMINOPHEN TABLETS ""S.Y.""","圓形","","黃","","直線","12.6","","","https://mcp.fda.gov.tw/insert/shapeImg/2ebabe53-6f9a-45b4-ac38-09fb4e0629ca?c=o"
"衛署藥製字第018696號","秘利腸溶糖衣錠","BIDYL E.S.C. TABLETS","圓形","","黃","","無","7.9","","","https://mcp.fda.gov.tw/insert/shapeImg/f62cb2d2-1ea9-4197-aec3-2c23ab6964e3?c=o"
"衛署藥製字第018719號","益伊神糖衣錠25毫克","IMIMINE S.C. TABLETS 25MG","圓形","","橘","","無","6.5","","","https://mcp.fda.gov.tw/insert/shapeImg/25865ff0-bd5b-47c7-be36-37796c03300e?c=o"
"衛署藥製字第018726號","""大豐""顧暈錠","GU YEN TABLETS ""T.F.""","橢圓形","","粉","","直線","8.5","TF","","https://mcp.fda.gov.tw/insert/shapeImg/49536472-afff-45ae-9571-1c9769021d52?c=o"
"衛署藥製字第018769號","""豐田"" 吡啶錠","CETYLPYRIDINIUM TROCHES ""HONTEN""","圓形","","黃","","無","12","HT 009","","https://mcp.fda.gov.tw/insert/shapeImg/a67a59a6-92cd-4f72-98ce-14ecd15c4265_img_1?c=o"
"衛署藥製字第018789號","“ 成大”博舒痛膠囊250毫克","POSTON CAPSULES 250MG ""CHEN TA""","膠囊","","藍;;;黃","","無","19","CTA 268","","https://mcp.fda.gov.tw/insert/shapeImg/af5c7063-7a3c-4018-bf9f-8d878f1aa65b?c=o"
"衛署藥製字第018840號","""回春""安痛安錠","A-TONG TABLETS","圓形","","白","","無","12","HCT TP03","","https://mcp.fda.gov.tw/insert/shapeImg/00e55ea0-8d97-47f2-a2b2-c2ed35ee6f64?c=o"
"衛署藥製字第018873號","""華興""布克珍錠（布克利啶）","BUCLIZINE TABLETS ""H.H.""","圓形","","白","","直線","8","HS","2 7","https://mcp.fda.gov.tw/insert/shapeImg/ef253bc7-1190-482e-9ed2-91681872f973_img_1?c=o"
"衛署藥製字第018887號","好止痛錠","HOTITON TABLETS","圓形","","白","","十字","13","H H P","","https://mcp.fda.gov.tw/insert/shapeImg/b2298a4a-84ce-456a-8189-e7b088c6c342_img_1?c=o"
"衛署藥製字第018892號","""大豐""固新胃錠","KOSIWAY TABLETS ""T.F.""","圓形","","白","","無","11","TF","","https://mcp.fda.gov.tw/insert/shapeImg/7131afc5-bff5-438d-99b8-05b41f6c2ce7?c=o"
"衛署藥製字第018916號","""約克""托吡卡因錠（歐西拉因）","TOPICAINE TABLETS""Y.K."" (OXETHAZINE)","圓形","","白","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/f4d48af3-7908-4bf7-a94f-d913e384ec2b?c=o"
"衛署藥製字第018949號","""榮民"" 秘克的腸溶膜衣錠５毫克","Bisacodyl Enteric Film Coated Tablets 5mg ""VPC""","圓形","","黃","","無","5.5","","","https://mcp.fda.gov.tw/insert/shapeImg/392141e1-2c69-4014-ad88-450d3c6d8a45?c=o"
"衛署藥製字第019072號","""陽生""克博炎膠囊（可多普洛菲）","KETOPROFEN CAPSULES ""Y.S.""","膠囊","","紅;;;黃","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/61808cb2-e82c-40fe-812a-81102570927b?c=o"
"衛署藥製字第019115號","""派頓""派暈吐錠","PAWINT TABLETS ""PATRON""","圓形","","白","","直線","9","TP 204","","https://mcp.fda.gov.tw/insert/shapeImg/7bddfd0f-467c-444b-a121-bcda2ac8f994_img_1?c=o"
"衛署藥製字第019137號","“威勝”安力佳膜衣錠（尼卡密特）","ANICAMET F.C. TABLETS（NICAMETATE）""W.S.""","圓形","","粉","","無","7.5","","","https://mcp.fda.gov.tw/insert/shapeImg/4902c12b-6cec-4c1b-8268-01294bab3405?c=o"
"衛署藥製字第019154號","""強生""刻不痛錠","CAPDES TABLETS ""JOHNSON""","圓形","","白","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/b7d5b182-458e-4bf7-8e9d-9af7815b36d3?c=o"
"衛署藥製字第019177號","""壽元""壽胃朗錠（美托拉麥）","SUWEILAN TABLETS ""S.Y.""(METOCLOPRAMIDE)","圓形","","白","","直線","6.6","","","https://mcp.fda.gov.tw/insert/shapeImg/e62b6323-29e4-42ba-9c43-840eaeeb4ce2?c=o"
"衛署藥製字第019192號","""信隆""健心寧錠","PROPRANOLOL TABLETS ""SHINLON""","圓形","","粉","","無","8.5","S PC","","https://mcp.fda.gov.tw/insert/shapeImg/e005ce3f-5166-463f-a2f2-8d011a8b9b76?c=o"
"衛署藥製字第019247號","""永信"" 悠然錠（樂耐平）","SILENCE TABLETS (LORAZEPAM) ""YUNG SHIN""","圓形","","白","","直線","6.4","A","","https://mcp.fda.gov.tw/insert/shapeImg/f9d82537-1994-40bf-8391-77e80c99e061?c=o"
"衛署藥製字第019254號","""新瑞"" 去氧羥四環素膠囊","DOXYCYCLINE CAPSULES","膠囊","","紅;;;白","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/b2a6f789-15d4-4505-a6ea-a1fb54a61eb6?c=o"
"衛署藥製字第019263號","""華興""慕潰平膜衣錠（每斯克）","MUQUAPIN F.C. TABLETS ""H.S."" (N-METHYLSCOPOLAMINE METHYLSULFATE)","圓形","","白","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/0a45f3d1-6a41-4faa-936c-cf8d9cb5837b_img_1?c=o"
"衛署藥製字第019337號","痢默停錠","LIMODIUM TABLETS (LOPERAMIDE)","圓形","","黃","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/8c2a30aa-fbf2-4f98-8b5b-0009c7c3a2e9?c=o"
"衛署藥製字第019359號","""永信""無痛錠","PAINLESS TABLETS ""YUNG SHIN""","圓形","","白","","直線","12.7","","","https://mcp.fda.gov.tw/insert/shapeImg/290c6e88-3c57-4f0f-a964-1de60eaf2c8c?c=o"
"衛署藥製字第019360號","""井田"" 醫嗽寧錠","ASMELLIN-EPG TABLETS ""CHINTENG""","圓形","","粉","","直線","10","CT","","https://mcp.fda.gov.tw/insert/shapeImg/43aab2c8-7305-4fdf-acae-1e532bea3dc9?c=o"
"衛署藥製字第019418號","""杏輝"" 得康錠（的剎美剎松）","DECONE TABLETS ""SINPHAR"" (DEXAMETHASONE)","圓形","","粉","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/523551ab-2942-4eec-98ad-90ec4efeda50_img_1?c=o"
"衛署藥製字第019419號","""杏輝"" 痛疏達膠囊250毫克（每非那）","PONSTAL CAPSULES 250MG ""SINPHAR""(MEFENAMIC ACID)","膠囊","","藍;;;黃","","無","20","SP002","","https://mcp.fda.gov.tw/insert/shapeImg/26aeecf9-0740-4a66-b5c5-1d8ff0ecf218_img_1?c=o"
"衛署藥製字第019420號","""杏輝"" 痛疏達膜衣錠500毫克（每非那）","PONSTAL F.C. TABLETS 500MG ""SINPHAR"" (MEFENAMIC ACID)","橢圓形","","黃","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/55f6370f-6372-4c04-9cce-95b42ba01b1b_img_1?c=o"
"衛署藥製字第019421號","""杏輝""痛疏達膜衣錠２５０毫克（每非那）","Ponstal F.C. Tablets 250mg ""Sinphar"" (Mefenamic Acid)","橢圓形","","黃","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/e8136533-b93e-4625-b2b6-716171a5070a_img_1?c=o"
"衛署藥製字第019423號","""杏輝"" 金碘藥水（普威隆碘）","SINDINE SOLUTION ""SINPHAR"" (POVIDONE-IODINE)","","","","","","","","",""
"衛署藥製字第019424號","""杏輝"" 金碘酒精液（普維酮碘）","SINDINE ALCOHOLIC SOLUTION ""SINPHAR"" (POVIDONE-IODINE)","","","","","","","","",""
"衛署藥製字第019445號",""" 瑞士 ""凱服樂錠（敵芬尼朵）","KPHADOL TABLETS ""SWISS"" (DIPHENIDOL)","圓形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/3c9a0510-cb85-4a8f-8011-512483e2eea7?c=o"
"衛署藥製字第019461號","""強生""脈得保膜衣錠（美基豆帕）","METHYLDOPA　F.C. TABLETS ""JOHNSON""","圓形","","黃","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/376eed9f-1964-46d1-8765-49cb06dbf0be?c=o"
"衛署藥製字第019462號","舒胃寧錠","STOLINE TABLETS ""LITA""","圓形","","白","","無","8.5","LITA OX","","https://mcp.fda.gov.tw/insert/shapeImg/61a310ad-fafa-4a95-be95-dec2ed1d0422?c=o"
"衛署藥製字第019485號","""豐田"" 右氯敏錠","DEXCHLORPHENIRAMINE TABLETS ""HONTEN""","圓形","","白","","無","6","H T","020","https://mcp.fda.gov.tw/insert/shapeImg/ff128d8d-e93b-4090-ab01-f6d94037ce24_img_1?c=o"
"衛署藥製字第019503號","""杏輝"" 杏化樂糖衣錠（敵芬尼朵）","SINPHADOL S.C. TABLETS ""SINPHAR"" (DIPHENIDOL)","圓形","","粉","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/2c567cfa-473c-4fe9-ae77-4a1e8381dd95_img_1?c=o"
"衛署藥製字第019522號","秘可泰腸溶錠","BICOTAN E.C. TABLETS (BISACODYL)","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/b8a28e16-c68f-4779-b4f7-8fd25cfa4528?c=o"
"衛署藥製字第019548號","喘立靜錠（歐希林）","ASRITIN TABLETS (ORCIPRENALINE) ""ROYAL""","圓形","","白","","直線","","","","https://mcp.fda.gov.tw/insert/shapeImg/886c8dd0-07c0-425b-bcdd-0c5366845fff?c=o"
"衛署藥製字第019556號","賽補樂錠（塞浦希）","CYPRO TABLETS (CYPROHEPTADINE) ""ROYAL""","圓形","","白","","無","6.3","RP","C12","https://mcp.fda.gov.tw/insert/shapeImg/5069f9e9-fd36-4709-9555-ee8d502a68c1?c=o"
"衛署藥製字第019573號","樂孕錠50毫克","CLOMIPHENE TABLETS ""PEILI""","圓形","","白","","無","9","PL","T61","https://mcp.fda.gov.tw/insert/shapeImg/fec55ff6-2e67-4437-b598-4ce30bbe19df?c=o"
"衛署藥製字第019595號","""榮民"" 炎得淨膠囊25毫克（因多美沙信）","INDALGIN CAPSULES 25MG (INDOMETHACIN)","膠囊","","黑;;;黃","","無","14.3","","","https://mcp.fda.gov.tw/insert/shapeImg/099f28bf-b450-42d5-9072-c8d80dbc4d65?c=o"
"衛署藥製字第019596號","""豐田""伊普錠４００毫克","IBUPROFEN TABLETS 400MG ""HONTEN""","圓形","","白","","無","12","H T","023","https://mcp.fda.gov.tw/insert/shapeImg/c76bcef1-ba8d-4c4b-a7a0-8ae73a18cec9_img_1?c=o"
"衛署藥製字第019610號","“強生”僂都寧糖衣錠","ROITONIN S.C. TABLETS (DICLOFENAC) ""JOHNSON""","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/cd8a9878-54cc-4f67-9efc-1600a797b4ab?c=o"
"衛署藥製字第019617號","""杏輝""胃邁寧錠","ULMERLINE TABLETS ""SINPHAR""","圓形","","白","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/a81f9d0e-b78f-41a1-a9b5-d8100309c2df_img_1?c=o"
"衛署藥製字第019620號","那普洛先錠","NAPROXEN TABLETS ""SINPHAR""","圓形","","黃","","直線","10","SINPHAR","","https://mcp.fda.gov.tw/insert/shapeImg/4ec825d8-2d7d-4f83-a0e7-b8793648dfec_img_1?c=o"
"衛署藥製字第019624號","治痠痛靈 膜衣錠","Santorin F.C. Tablets","圓形","","黃","","無","10","RP I02","","https://mcp.fda.gov.tw/insert/shapeImg/c30baecd-9d24-4684-9ee4-3d23b0680efd_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/d015e032-9fc3-4147-8494-e3d372ffbd33?c=o"
"衛署藥製字第019640號","安潰定錠","ALKANTIN TABLETS ""ROYAL""","圓形","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/a625aa95-e7bc-4b38-8aba-edad1e141074?c=o"
"衛署藥製字第019649號","佳效錠","JACIDE TABLETS ""ROYAL""","圓形","","白","","直線","10","","","https://mcp.fda.gov.tw/insert/shapeImg/fdbb5b7b-8e5c-4765-a6fa-8d92ceca3d5d?c=o"
"衛署藥製字第019656號","""明德"" 安胃諾錠（古阿若連）","AZUNEN TABLETS ""MEIDER"" (GUAIAZULENE)","橢圓形","","藍","","直線","12","MEIDER 1041","","https://mcp.fda.gov.tw/insert/shapeImg/c26cc4bc-9530-452b-891d-adabdba08095?c=o"
"衛署藥製字第019706號","""強生""利暈鎮糖衣錠","DIFENDOL S.C. TABLETS (DIPHENIDOL) ""JOHNSON""","圓形","","白","","無","7.2","","","https://mcp.fda.gov.tw/insert/shapeImg/9530d28c-19b2-4de9-bd3b-8bcb78cb69e2?c=o"
"衛署藥製字第019722號","""杏輝""金碘擦洗液75毫克/毫升（普維酮-碘）","SINDINE SURGICAL SCRUB 75 mg/ml ""SINPHAR"" (POVIDONE-IODINE)","","","","","","","","",""
"衛署藥製字第019769號","""華興""宜莫痢膠囊","LOPERAMIDE CAPSULES ""H.S.""","膠囊","","綠;;;灰","","無","15","","","https://mcp.fda.gov.tw/insert/shapeImg/511f9e15-19ee-4ec2-a509-e698d3bb9ec9_img_1?c=o"
"衛署藥製字第019857號","克風邪止疼止痛液","ANTICOLD CONTROL-PAIN SOLUTION (ACETAMINOPHEN)","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/8163f639-dbef-4250-90d2-56d197bd1ce9?c=o"
"衛署藥製字第019875號","""榮民"" 心康樂錠４０公絲（健心寧）","CARDOLOL TABLETS 40MG (PROPRANOLOL) ""V.P.P.""","圓形","","粉","","無","7.9","309","","https://mcp.fda.gov.tw/insert/shapeImg/1ea1e7c0-cb1c-4ed5-a8a0-3df2b179cc3f?c=o"
"衛署藥製字第019895號","""榮民""心康寧糖衣錠25毫克(待匹力達)","CARDITONIN S.C. TABLETS 25MG (DIPYRIDAMOLE) ""VPP""","圓形","","紅","","無","6.4","","","https://mcp.fda.gov.tw/insert/shapeImg/8f693a9a-6f63-4237-ad13-1fad86cce940?c=o"
"衛署藥製字第019982號","“健喬”愛默士黴素膠囊５００毫克（安莫西林）","AMOXICILLIN CAPSULES 500MG ""SYNMOSA""","膠囊","","藍;;;藍綠","","無","22","KDM AX 500","","https://mcp.fda.gov.tw/insert/shapeImg/6945a2c9-a6bc-4e9e-bf83-d5b7e33c454f?c=o"
"衛署藥製字第019983號","可洛芬膠囊（可多普洛菲）","KETOFEN CAPSULE. (KETOPROFEN)","膠囊","","紅;;;白","","無","17","K01","","https://mcp.fda.gov.tw/insert/shapeImg/72cc7b5a-5e4b-4f6c-b91b-96861aae9f54?c=o"
"衛署藥製字第019984號","""正和"" 血保脈膠囊","COBAMAMIDE CAPSULES ""C.H.""","膠囊","","紅;;;紅","","無","14","CH 99","","https://mcp.fda.gov.tw/insert/shapeImg/30f62a32-f46a-402f-870e-eef7a830d026?c=o"
"衛署藥製字第019987號","""井田 "" 勿炎糖衣錠（鳳梨酵素）","BROAIN S.C. TABLETS (BROMELAIN) ""CHIN TENG""","圓形","","綠","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/ac4ac2fd-b668-4692-a7a9-54b9bad25114?c=o"
"衛署藥製字第020019號","""長安""腸胃炎痛膠囊","Gastroenteritis Capsules ""C.A.""","膠囊","","棕;;;黃","","無","21","","","https://mcp.fda.gov.tw/insert/shapeImg/3e7010a1-67c9-46e2-b858-9a37f9ee3e40?c=o"
"衛署藥製字第020022號","喘力定錠（特必林）","TERBULINE TABLETS (TERBUTALINE)","圓形","","粉","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/710e4484-672f-44e3-9f73-549dc0775e72?c=o"
"衛署藥製字第020037號","爽力膠衣錠（尼卡密特）","SONGORA F.C TABLETS (NICAMETATE) ""ROYAL""","圓形","","粉","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/a83b7d4b-f19a-4c39-ac5a-6ee6fa9bf319?c=o"
"衛署藥製字第020046號","能舒痛錠","LESUTON TABLETS ""YUNG CHI""","圓形","","白","","直線","10","LUT","","https://mcp.fda.gov.tw/insert/shapeImg/c745d5c1-779a-4cc4-88b5-06d9d240afbb?c=o"
"衛署藥製字第020058號","痢得停膠囊（樂必寧）","LIDERIUM CAPSULES (LOPERAMIDE)","膠囊","","綠;;;灰","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/26702e78-f670-4100-8e3b-9716161fc6c4?c=o"
"衛署藥製字第020059號","""強生""肚倍朗膠囊（樂必寧）","LOPERAM CAPSULES (LOPERAMIDE) ""JOHNSON""","膠囊","","綠;;;灰","","無","15","","","https://mcp.fda.gov.tw/insert/shapeImg/7dc2b3f2-eaad-4872-81a7-e072be0ec464?c=o"
"衛署藥製字第020092號","""永信"" 舒坦錠（歐西拉因）","SOOTHING TABLETS (OXETHAZAINE) ""YUNG SHIN""","圓形","","白","","無","6.4","","","https://mcp.fda.gov.tw/insert/shapeImg/aa9764e7-41dd-473b-9c0d-752403913b8f?c=o"
"衛署藥製字第020096號","""派頓"" 舒潰能膠囊（斯而比來特）","SULQUINYL CAPSULES (SULPIRIDE) ""PATRON""","膠囊","","綠;;;白","","無","18","Patron 811","","https://mcp.fda.gov.tw/insert/shapeImg/d7e27caf-4313-41e2-8235-30ed5eab1b80_img_1?c=o"
